report_name,company_name,ISIN,report_name_old,company_name_old,report_year,report_type,url,year,scope,page,value,unit,unit_normalized,metric_name,display_type,extracted_text_from_page,merge_id
Allianz_2022_report.pdf,Allianz,DE0008404005,Allianz_2022_report.pdf,Allianz,2022,Sustainability Report,https://www.allianz.com/content/dam/onemarketing/azcom/Allianz_com/sustainability/documents/Allianz_Group_Sustainability_Report_2022-web.pdf,2013,1,,,,,,,,1
Allianz_2022_report.pdf,Allianz,DE0008404005,Allianz_2022_report.pdf,Allianz,2022,Sustainability Report,https://www.allianz.com/content/dam/onemarketing/azcom/Allianz_com/sustainability/documents/Allianz_Group_Sustainability_Report_2022-web.pdf,2014,1,,,,,,,,2
Allianz_2022_report.pdf,Allianz,DE0008404005,Allianz_2022_report.pdf,Allianz,2022,Sustainability Report,https://www.allianz.com/content/dam/onemarketing/azcom/Allianz_com/sustainability/documents/Allianz_Group_Sustainability_Report_2022-web.pdf,2015,1,,,,,,,,3
Allianz_2022_report.pdf,Allianz,DE0008404005,Allianz_2022_report.pdf,Allianz,2022,Sustainability Report,https://www.allianz.com/content/dam/onemarketing/azcom/Allianz_com/sustainability/documents/Allianz_Group_Sustainability_Report_2022-web.pdf,2016,1,,,,,,,,4
Allianz_2022_report.pdf,Allianz,DE0008404005,Allianz_2022_report.pdf,Allianz,2022,Sustainability Report,https://www.allianz.com/content/dam/onemarketing/azcom/Allianz_com/sustainability/documents/Allianz_Group_Sustainability_Report_2022-web.pdf,2017,1,,,,,,,,5
Allianz_2022_report.pdf,Allianz,DE0008404005,Allianz_2022_report.pdf,Allianz,2022,Sustainability Report,https://www.allianz.com/content/dam/onemarketing/azcom/Allianz_com/sustainability/documents/Allianz_Group_Sustainability_Report_2022-web.pdf,2018,1,,,,,,,,6
Allianz_2022_report.pdf,Allianz,DE0008404005,Allianz_2022_report.pdf,Allianz,2022,Sustainability Report,https://www.allianz.com/content/dam/onemarketing/azcom/Allianz_com/sustainability/documents/Allianz_Group_Sustainability_Report_2022-web.pdf,2019,1,92,42.0,ktCO₂eq,kt CO2e,Allianz Group operational greenhouse gas emissions - Scope 1/Scope 1,Graphic,"01 Introduction 
and strategy02 Measuring and managing sustainability03 Climate change related disclosure04 Str
 engthening 
our foundation05 Our universal 
principles
03.1 The global challenge and the role of Allianz
03.1.2 Our climate footprint 
Allianz’s Group Climate Change Strategy 
commits us to reach net-zero greenhouse gas (GHG) emissions by 2050 across our business in line with the 1.5°C pathway. This is translated into dedicated strategies and targets across our value chain emissions: Our business operations (scope 1, 2 and most material scope 3 emissions), our proprietary investments (scope 3 category 15 ‘financed emissions’), as well as our insurance underwriting (scope 3 category 15 ‘insurance-associated emissions’)
1, for our business operations 
is even by 2030. 
For insurance-associated emissions the 
methodology is curr
ently been jointly 
developed by the Net-Zero Insurance Alliance and Partnership for Carbon Accounting Financials. 
Proprietary investment portfolio 
carbon footprint 
Both our listed equity and corporate 
bonds portfolios have undergone considerable changes in the past three years, characterized by the economic impacts of the COVID-19 pandemic,  the war in Ukraine, and the  first impacts of our portfolio steering towards the climate targets. Since 2019, we achieved a reduction of absolute emissions by 
-35 % and 
are below our target of -25 % for 2024. 
Portfolio reallocations contributed -26 %p, overarchingly driven by intra-sector shifts to lower-emitting companies (i.e., inside utilities and manufacturing sector). Real world emission reductions by investee companies contributed -6 %p; the remaining effects can be attributed to a change in the denominator (EVIC). This shows that stronger short-term actions by investee companies on  emission reductions are necessary. 
In 2022, we added carbon footprint figures f
or parts of our real estate portfolio 
(direct and joint ventures), for our direct infrastructure equity portfolio (without co-investments) and for our sovereign portfolio, in total now covering 59.6 % of our investment portfolio. For further details about targets for infrastructure equity (direct) and real estate (direct/ JV), please refer to section 02.2.2. Allianz is working with the A
OA to finalize 
the methods for sovereign bonds as next asset class. We will set targets for this asset class within 12 months after the recommended methodology is released  by the AOA. Due to scope
increase 
(+30.2)
2019 2020 2021 20223.7
21.22.2
202.3
16.41.129.50.3
15.124.9 22.2 18.716.20.4
46.4
Corporate bondsProprietary investment portfolio
SovereignListed equities
Direct real estate and JVs 
*for FY 2022 fully allocated to Scope 3. 
Will be allocated to Scope 1–3 for 
FY 2023 in line with AOA protocol  
Direct infrastructure equityOperational GHG emissions (scope 1, 
scope 2, most material scope 3)
Forthcoming (scope 3 category 15): remaining proprietary investment portfolio and insurance related emissions.0.33 0.20 0.14 0.15
Scope 1 Scope 3 Scope 2 – market based-39%
334
203
139154
Net-zero
2019 2020 2021 2022 2030-54%
-32%
+11%
42143149
2910174
295555
313092Figure 2a: Allianz Group greenhouse gas emissions (mn tCO₂eq) 
Figure 2b: Allianz Group operational greenhouse gas emissions (ktCO₂eq) 
1 As per greenhouse gas (GHG) Protocol.
Allianz Group Sustainability Report 2022
92",7
Allianz_2022_report.pdf,Allianz,DE0008404005,Allianz_2022_report.pdf,Allianz,2022,Sustainability Report,https://www.allianz.com/content/dam/onemarketing/azcom/Allianz_com/sustainability/documents/Allianz_Group_Sustainability_Report_2022-web.pdf,2020,1,78,28714.0,t CO2e,t CO2e,Scope 1 – Direct GHG emissions,Table,"01 Introduction 
and strategy 02 Measuring and managing sustainability 03 Climate change related disclosure 04 Strengthening our foundation 05 Our universal principles 
02.6 Own operations 
Environmental management of our operations 
This section contains data related to the environmental performance of Allianz Group. 
Table ENV-1 
EMS Coverage 
As of December 31 2022 2021 2020 
Share of employees in scope of our environmental management system (EMS) % 95 96 97 
Table ENV-2 
Greenhouse gas emissions 
As of December 31 2022 2021 2020 
Scope 1 – Direct GHG emissions t CO 2e 30,953 28,699 28,714 
Scope 2 – Indirect GHG emissions (market based) t CO 2e 30,490 54,689 100,722 
Scope 2 – Indirect GHG emissions (location based) t CO 2e 138,339 149,599 180,826 
Scope 3 – Other indirect GHG emissions t CO 2e 92,467 55,359 73,916 
Scope 1–3, GHG emissions total t CO 2e 153,910 138,746 203,352 
Total GHG Emissions per employee t CO 2e/empl 1.0 0.9 1.4 
Overall GHG reduction per employee since 2019 
Board target -50% by end-year 2025 % -57 -60 -42 
Carbon Credits t CO 2e 153,910 138,746 203,352 Table ENV-3 
Energy consumption 
As of December 31 2022 2021 2020
Energy consumption from our office buildings GJ 1,578,675 1,675,573 1,802,755
Energy consumption from our data centers GJ 325,212 267,675 317,533 
Total energy consumption1GJ 1,965,294 1,943,248 2,120,288 
Energy consumption from office buildings per employee GJ/empl 10.4 11.3 12.2 
Energy reduction in office buildings per employee since 2019 
Target -20% by year-end 2025 % -32 -26 -20 
Table ENV-4 
Energy sources 
As of December 31 2022 2021 2020
Electricity % 67.4 67.1 70.2 
Fossil fuels % 12.4 11.5 11.0
Long distance heating % 18.8 19.8 17.6 
Other sources (incl. energy from own sources including photovoltaic, internal waste heat) % 1.4 1.6 1.2 
Table ENV-5 
Renewable electricity 
As of December 31 2022 2021 2020 
Renewable electricity GJ 1,153,987.2 1,001,859.2 854,762.3 
Renewable electricity as a share of all electricity sources 
Board target 100% by 2023 % 89 77 57 
1  The total energy consumption includes also energy from remote working. 
Allianz Group Sustainability Report 2022 78",8
Allianz_2022_report.pdf,Allianz,DE0008404005,Allianz_2022_report.pdf,Allianz,2022,Sustainability Report,https://www.allianz.com/content/dam/onemarketing/azcom/Allianz_com/sustainability/documents/Allianz_Group_Sustainability_Report_2022-web.pdf,2020,1,92,29.0,ktCO₂eq,kt CO2e,Allianz Group operational greenhouse gas emissions - Scope 1/Scope 1,Graphic/Table,"01 Introduction 
and strategy02 Measuring and managing sustainability03 Climate change related disclosure04 Str
 engthening 
our foundation05 Our universal 
principles
03.1 The global challenge and the role of Allianz
03.1.2 Our climate footprint 
Allianz’s Group Climate Change Strategy 
commits us to reach net-zero greenhouse gas (GHG) emissions by 2050 across our business in line with the 1.5°C pathway. This is translated into dedicated strategies and targets across our value chain emissions: Our business operations (scope 1, 2 and most material scope 3 emissions), our proprietary investments (scope 3 category 15 ‘financed emissions’), as well as our insurance underwriting (scope 3 category 15 ‘insurance-associated emissions’)
1, for our business operations 
is even by 2030. 
For insurance-associated emissions the 
methodology is curr
ently been jointly 
developed by the Net-Zero Insurance Alliance and Partnership for Carbon Accounting Financials. 
Proprietary investment portfolio 
carbon footprint 
Both our listed equity and corporate 
bonds portfolios have undergone considerable changes in the past three years, characterized by the economic impacts of the COVID-19 pandemic,  the war in Ukraine, and the  first impacts of our portfolio steering towards the climate targets. Since 2019, we achieved a reduction of absolute emissions by 
-35 % and 
are below our target of -25 % for 2024. 
Portfolio reallocations contributed -26 %p, overarchingly driven by intra-sector shifts to lower-emitting companies (i.e., inside utilities and manufacturing sector). Real world emission reductions by investee companies contributed -6 %p; the remaining effects can be attributed to a change in the denominator (EVIC). This shows that stronger short-term actions by investee companies on  emission reductions are necessary. 
In 2022, we added carbon footprint figures f
or parts of our real estate portfolio 
(direct and joint ventures), for our direct infrastructure equity portfolio (without co-investments) and for our sovereign portfolio, in total now covering 59.6 % of our investment portfolio. For further details about targets for infrastructure equity (direct) and real estate (direct/ JV), please refer to section 02.2.2. Allianz is working with the A
OA to finalize 
the methods for sovereign bonds as next asset class. We will set targets for this asset class within 12 months after the recommended methodology is released  by the AOA. Due to scope
increase 
(+30.2)
2019 2020 2021 20223.7
21.22.2
202.3
16.41.129.50.3
15.124.9 22.2 18.716.20.4
46.4
Corporate bondsProprietary investment portfolio
SovereignListed equities
Direct real estate and JVs 
*for FY 2022 fully allocated to Scope 3. 
Will be allocated to Scope 1–3 for 
FY 2023 in line with AOA protocol  
Direct infrastructure equityOperational GHG emissions (scope 1, 
scope 2, most material scope 3)
Forthcoming (scope 3 category 15): remaining proprietary investment portfolio and insurance related emissions.0.33 0.20 0.14 0.15
Scope 1 Scope 3 Scope 2 – market based-39%
334
203
139154
Net-zero
2019 2020 2021 2022 2030-54%
-32%
+11%
42143149
2910174
295555
313092Figure 2a: Allianz Group greenhouse gas emissions (mn tCO₂eq) 
Figure 2b: Allianz Group operational greenhouse gas emissions (ktCO₂eq) 
1 As per greenhouse gas (GHG) Protocol.
Allianz Group Sustainability Report 2022
92",9
Allianz_2022_report.pdf,Allianz,DE0008404005,Allianz_2022_report.pdf,Allianz,2022,Sustainability Report,https://www.allianz.com/content/dam/onemarketing/azcom/Allianz_com/sustainability/documents/Allianz_Group_Sustainability_Report_2022-web.pdf,2021,1,78,28699.0,t CO2e,t CO2e,Scope 1 – Direct GHG emissions,Table,"01 Introduction 
and strategy 02 Measuring and managing sustainability 03 Climate change related disclosure 04 Strengthening our foundation 05 Our universal principles 
02.6 Own operations 
Environmental management of our operations 
This section contains data related to the environmental performance of Allianz Group. 
Table ENV-1 
EMS Coverage 
As of December 31 2022 2021 2020 
Share of employees in scope of our environmental management system (EMS) % 95 96 97 
Table ENV-2 
Greenhouse gas emissions 
As of December 31 2022 2021 2020 
Scope 1 – Direct GHG emissions t CO 2e 30,953 28,699 28,714 
Scope 2 – Indirect GHG emissions (market based) t CO 2e 30,490 54,689 100,722 
Scope 2 – Indirect GHG emissions (location based) t CO 2e 138,339 149,599 180,826 
Scope 3 – Other indirect GHG emissions t CO 2e 92,467 55,359 73,916 
Scope 1–3, GHG emissions total t CO 2e 153,910 138,746 203,352 
Total GHG Emissions per employee t CO 2e/empl 1.0 0.9 1.4 
Overall GHG reduction per employee since 2019 
Board target -50% by end-year 2025 % -57 -60 -42 
Carbon Credits t CO 2e 153,910 138,746 203,352 Table ENV-3 
Energy consumption 
As of December 31 2022 2021 2020
Energy consumption from our office buildings GJ 1,578,675 1,675,573 1,802,755
Energy consumption from our data centers GJ 325,212 267,675 317,533 
Total energy consumption1GJ 1,965,294 1,943,248 2,120,288 
Energy consumption from office buildings per employee GJ/empl 10.4 11.3 12.2 
Energy reduction in office buildings per employee since 2019 
Target -20% by year-end 2025 % -32 -26 -20 
Table ENV-4 
Energy sources 
As of December 31 2022 2021 2020
Electricity % 67.4 67.1 70.2 
Fossil fuels % 12.4 11.5 11.0
Long distance heating % 18.8 19.8 17.6 
Other sources (incl. energy from own sources including photovoltaic, internal waste heat) % 1.4 1.6 1.2 
Table ENV-5 
Renewable electricity 
As of December 31 2022 2021 2020 
Renewable electricity GJ 1,153,987.2 1,001,859.2 854,762.3 
Renewable electricity as a share of all electricity sources 
Board target 100% by 2023 % 89 77 57 
1  The total energy consumption includes also energy from remote working. 
Allianz Group Sustainability Report 2022 78",10
